duration,director_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,user_critic_ratio
86.0,10.0,45860039.0,Walking Tall,53118,14146,1.0,USA,G,56000000.0,2004.0,6.2,0,
142.0,0.0,329691196.0,Forrest Gump,1251222,15700,0.0,USA,G,55000000.0,1994.0,8.8,59000,0.10658082975679542
92.0,25.0,217326336.0,Alvin and the Chipmunks,57276,2847,0.0,USA,PG,60000000.0,2007.0,5.2,0,0.8972602739726028
108.0,116.0,166225040.0,Meet the Parents,260442,24286,2.0,USA,G,55000000.0,2000.0,7.0,0,0.2958579881656805
84.0,12.0,141600000.0,Pocahontas,119675,26754,1.0,USA,G,55000000.0,1995.0,6.6,0,
95.0,293.0,128769345.0,The Nutty Professor,86556,3155,1.0,USA,G,54000000.0,1996.0,5.6,960,
118.0,72.0,177575142.0,Hitch,244840,13426,1.0,USA,G,70000000.0,2005.0,6.6,0,0.4596774193548387
92.0,39.0,105263257.0,George of the Jungle,56168,4518,0.0,USA,PG,55000000.0,1997.0,5.4,5000,
74.0,58.0,104354205.0,American Wedding,162331,5713,3.0,USA,R,55000000.0,2003.0,6.3,0,
134.0,521.0,107100855.0,Captain Phillips,323353,16281,0.0,USA,G,55000000.0,2013.0,7.9,65000,
101.0,189.0,98711404.0,Date Night,127571,39822,2.0,USA,G,55000000.0,2010.0,6.3,0,
100.0,52.0,100328194.0,Casper,85903,2638,0.0,USA,PG,50000000.0,1995.0,6.0,0,
132.0,845.0,101530738.0,The Equalizer,229574,37605,0.0,USA,R,55000000.0,2014.0,7.2,56000,
105.0,61.0,93815117.0,Maid in Manhattan,68417,7184,2.0,USA,G,55000000.0,2002.0,5.1,0,
123.0,12000.0,91400000.0,Crimson Tide,81026,30132,0.0,USA,R,53000000.0,1995.0,7.3,0,
117.0,125.0,162586036.0,The Pursuit of Happyness,338383,11036,0.0,USA,G,55000000.0,2006.0,8.0,32000,0.32896890343698854
98.0,124.0,89706988.0,Flightplan,126746,2287,1.0,USA,G,55000000.0,2005.0,6.2,0,
128.0,272.0,83000000.0,Disclosure,36587,3888,0.0,USA,R,55000000.0,1994.0,6.0,0,
114.0,52.0,78745923.0,City of Angels,94407,13905,1.0,Germany,G,55000000.0,1998.0,6.7,0,
111.0,16000.0,70098138.0,Kill Bill: Vol. 1,735784,3983,0.0,USA,R,30000000.0,2003.0,8.1,13000,
85.0,0.0,66365290.0,Bowfinger,56874,22458,2.0,USA,G,55000000.0,1999.0,6.4,0,
137.0,16000.0,66207920.0,Kill Bill: Vol. 2,512749,1959,0.0,USA,R,30000000.0,2004.0,8.0,0,
97.0,96.0,63408614.0,Tango & Cash,75365,14432,1.0,USA,R,55000000.0,1989.0,6.3,0,
104.0,0.0,58422650.0,Death Becomes Her,78974,25599,3.0,USA,G,55000000.0,1992.0,6.4,8000,
110.0,9.0,56932305.0,Shanghai Noon,96690,939,2.0,USA,G,55000000.0,2000.0,6.6,0,
133.0,53.0,68750000.0,Executive Decision,40858,2916,0.0,USA,R,55000000.0,1996.0,6.4,0,
94.0,70.0,68218041.0,Mr. Popper's Penguins,67191,2820,1.0,USA,PG,55000000.0,2011.0,6.0,14000,
104.0,50.0,25040293.0,The Forbidden Kingdom,88049,7247,0.0,USA,G,55000000.0,2008.0,6.6,0,
91.0,39.0,55747724.0,Free Birds,18042,3104,1.0,USA,PG,55000000.0,2013.0,5.9,0,
145.0,21000.0,55473600.0,Alien 3,207686,1543,0.0,USA,R,50000000.0,1992.0,6.4,0,
135.0,317.0,49994804.0,Evita,29205,164,1.0,USA,PG,55000000.0,1996.0,6.3,0,
122.0,287.0,41609593.0,Ronin,145422,24270,2.0,UK,R,55000000.0,1998.0,7.3,0,
110.0,81.0,38553833.0,The Ghost and the Darkness,46239,1752,0.0,USA,R,55000000.0,1996.0,6.8,0,
95.0,17.0,76137505.0,Paddington,49207,3697,0.0,UK,PG,55000000.0,2014.0,7.2,30000,
102.0,82.0,34350553.0,The Watch,104066,2488,4.0,USA,R,68000000.0,2012.0,5.7,15000,
94.0,607.0,34238611.0,The Hunted,35830,2248,1.0,USA,R,55000000.0,2003.0,6.0,0,
126.0,226.0,34098563.0,Instinct,27191,13406,1.0,USA,R,55000000.0,1999.0,6.5,0,
118.0,101.0,33828318.0,Stuck on You,44453,14036,2.0,USA,G,55000000.0,2003.0,5.8,0,
99.0,3.0,33472850.0,Semi-Pro,67005,10026,3.0,USA,R,55000000.0,2008.0,5.8,0,
88.0,91.0,31051126.0,The Pirates! Band of Misfits,36877,6254,0.0,UK,PG,55000000.0,2012.0,6.7,0,
141.0,16000.0,35707327.0,Changeling,199056,12840,0.0,USA,R,55000000.0,2008.0,7.8,14000,
107.0,99.0,20550712.0,Chain Reaction,40346,31014,1.0,USA,G,50000000.0,1996.0,5.6,1000,
116.0,12000.0,18573791.0,The Fan,38533,24618,3.0,USA,R,55000000.0,1996.0,5.8,0,
143.0,541.0,51225796.0,The Phantom of the Opera,96654,20660,0.0,UK,G,70000000.0,2004.0,7.4,0,
114.0,159.0,16264475.0,Elizabeth: The Golden Age,54787,16899,1.0,UK,G,55000000.0,2007.0,6.9,0,
93.0,45.0,25857987.0,Æon Flux,110614,10185,0.0,USA,G,62000000.0,2005.0,5.5,0,
280.0,33.0,12870569.0,Gods and Generals,13215,1671,0.0,USA,G,56000000.0,2003.0,6.3,953,
100.0,0.0,11466088.0,Turbulence,8983,3952,0.0,USA,R,71000000.0,1997.0,4.7,316,
107.0,11.0,16088610.0,Imagine That,10417,3742,2.0,USA,PG,55000000.0,2009.0,5.6,610,
119.0,33.0,51178893.0,Muppets Most Wanted,24285,6089,4.0,USA,PG,50000000.0,2014.0,6.4,10000,
95.0,906.0,6768055.0,Thunderbirds,11148,2260,0.0,UK,PG,57000000.0,2004.0,4.2,437,
119.0,59.0,39440655.0,Burlesque,61680,4315,1.0,USA,G,55000000.0,2010.0,6.4,19000,
133.0,0.0,6167817.0,A Very Long Engagement,62607,405,1.0,France,R,47000000.0,2004.0,7.7,0,
117.0,0.0,81645152.0,Blade II,158267,15371,1.0,USA,R,54000000.0,2002.0,6.7,0,
123.0,125.0,69951824.0,Seven Pounds,232710,14727,1.0,USA,G,55000000.0,2008.0,7.7,26000,
92.0,394.0,9483821.0,Bullet to the Head,39247,25418,3.0,USA,R,55000000.0,2012.0,5.7,10000,
170.0,0.0,66676062.0,The Godfather: Part III,267980,16949,1.0,USA,R,54000000.0,1990.0,7.6,0,
123.0,488.0,26838389.0,Elizabethtown,58658,12700,0.0,USA,G,57000000.0,2005.0,6.4,0,
110.0,94.0,75604320.0,"You, Me and Dupree",68417,847,1.0,USA,G,54000000.0,2006.0,5.6,0,
116.0,44.0,108200000.0,Superman II,76331,2908,4.0,USA,PG,54000000.0,1980.0,6.8,0,
121.0,102.0,5660084.0,Gigli,41620,286,0.0,USA,R,54000000.0,2003.0,2.4,2000,
128.0,234.0,7221458.0,All the King's Men,20740,27614,0.0,Germany,G,55000000.0,2006.0,6.2,0,
99.0,309.0,70327868.0,Shaft,58416,26527,0.0,Germany,R,46000000.0,2000.0,5.9,0,
94.0,383.0,58297830.0,Anastasia,86347,6017,1.0,USA,G,50000000.0,1997.0,7.1,0,
127.0,1000.0,57386369.0,Moulin Rouge!,224013,2601,1.0,USA,G,52500000.0,2001.0,7.6,10000,
89.0,17.0,45207112.0,Domestic Disturbance,21283,13390,1.0,USA,G,53000000.0,2001.0,5.5,361,
123.0,108.0,62563543.0,Black Mass,115216,63769,7.0,USA,R,53000000.0,2015.0,7.0,44000,
135.0,16000.0,33574332.0,Flags of Our Fathers,101221,24468,0.0,USA,R,90000000.0,2006.0,7.1,0,
118.0,473.0,73343413.0,Law Abiding Citizen,217480,22517,0.0,USA,R,50000000.0,2009.0,7.4,21000,
189.0,0.0,25031037.0,Grindhouse,155496,22186,0.0,USA,R,53000000.0,2007.0,7.6,0,
172.0,438.0,22843047.0,Beloved,6082,2397,1.0,USA,R,55000000.0,1998.0,5.9,853,
124.0,161.0,5755286.0,Lucky You,18310,26334,1.0,USA,G,55000000.0,2007.0,5.9,672,
141.0,14000.0,164435221.0,Catch Me If You Can,525801,48153,0.0,USA,G,52000000.0,2002.0,8.0,15000,0.2908545727136432
157.0,0.0,95720716.0,Zero Dark Thirty,216032,2759,0.0,USA,R,40000000.0,2012.0,7.4,39000,
106.0,235.0,118683135.0,The Break-Up,102167,8315,1.0,USA,G,52000000.0,2006.0,5.8,0,
108.0,58.0,143704210.0,Mamma Mia!,145974,26002,1.0,USA,G,52000000.0,2008.0,6.3,10000,
125.0,0.0,110476776.0,Valentine's Day,95437,45696,12.0,USA,G,52000000.0,2010.0,5.7,9000,
107.0,422.0,80270227.0,The Dukes of Hazzard,66382,2297,5.0,USA,G,50000000.0,2005.0,5.1,0,
215.0,0.0,36385763.0,The Thin Red Line,138941,1937,0.0,USA,R,52000000.0,1998.0,7.6,0,
118.0,71.0,37035845.0,The Change-Up,136680,28045,2.0,USA,R,52000000.0,2011.0,6.4,13000,
118.0,869.0,34580635.0,Man on the Moon,100743,209,1.0,UK,R,52000000.0,1999.0,7.4,0,
178.0,17000.0,42438300.0,Casino,333542,24183,2.0,USA,R,52000000.0,1995.0,8.2,11000,
92.0,180.0,23324666.0,From Paris with Love,97775,488,1.0,France,R,52000000.0,2010.0,6.5,0,
104.0,13.0,23020488.0,Bulletproof Monk,42324,2422,3.0,USA,G,52000000.0,2003.0,5.5,846,
116.0,101.0,90567722.0,"Me, Myself & Irene",185878,1711,1.0,USA,R,51000000.0,2000.0,6.5,0,
90.0,176.0,72601713.0,Barnyard,21396,2055,1.0,Germany,PG,51000000.0,2006.0,5.6,605,
130.0,129.0,296623634.0,The Twilight Saga: New Moon,220758,64040,2.0,USA,G,50000000.0,2009.0,4.6,13000,0.3253536452665941
90.0,80.0,267652016.0,Shrek,467113,275,1.0,USA,PG,60000000.0,2001.0,7.9,0,0.22433862433862434
106.0,53.0,62453315.0,The Adjustment Bureau,200035,14607,2.0,USA,G,50200000.0,2011.0,7.1,36000,
155.0,58.0,165500000.0,Robin Hood: Prince of Thieves,145257,38518,0.0,USA,G,48000000.0,1991.0,6.9,0,0.2080745341614907
139.0,488.0,153620822.0,Jerry Maguire,189923,12182,0.0,USA,R,50000000.0,1996.0,7.3,0,0.34276729559748426
112.0,3000.0,218628680.0,Ted,471644,21773,1.0,USA,R,50000000.0,2012.0,7.0,74000,0.7335473515248796
139.0,274.0,147637474.0,As Good as It Gets,224671,1474,0.0,USA,G,50000000.0,1997.0,7.7,11000,
115.0,293.0,135014968.0,Patch Adams,80580,74382,1.0,USA,G,50000000.0,1998.0,6.7,0,
143.0,285.0,2175312.0,Anchorman 2: The Legend Continues,131227,28176,2.0,USA,G,50000000.0,2013.0,6.3,41000,
96.0,65.0,126203320.0,Mr. Deeds,110432,26826,1.0,USA,G,50000000.0,2002.0,5.8,0,
112.0,14000.0,126975169.0,Super 8,287822,3388,0.0,USA,G,50000000.0,2011.0,7.1,37000,
131.0,0.0,125548685.0,Erin Brockovich,135246,10003,0.0,USA,R,52000000.0,2000.0,7.3,0,
116.0,80.0,105807520.0,How to Lose a Guy in 10 Days,156717,14087,2.0,USA,G,50000000.0,2003.0,6.4,0,
112.0,97.0,191616238.0,22 Jump Street,258186,19428,2.0,USA,R,50000000.0,2014.0,7.1,24000,1.0248447204968945
123.0,277.0,105264608.0,Interview with the Vampire: The Vampire Chronicles,239752,25697,0.0,USA,R,60000000.0,1994.0,7.6,11000,
104.0,235.0,97680195.0,Yes Man,271691,29505,1.0,USA,G,70000000.0,2008.0,6.8,0,
107.0,43.0,126088877.0,Central Intelligence,33354,14569,2.0,USA,G,50000000.0,2016.0,6.6,10000,
124.0,0.0,91030827.0,Stepmom,46482,9988,2.0,USA,G,50000000.0,1998.0,6.7,0,
96.0,51.0,150315155.0,Daddy's Home,54010,10886,2.0,USA,G,50000000.0,2015.0,6.1,13000,1.1153846153846154
125.0,252.0,127997349.0,Into the Woods,101178,62837,1.0,USA,PG,50000000.0,2014.0,6.0,90000,
129.0,0.0,88504640.0,Inside Man,273108,19148,2.0,USA,R,45000000.0,2006.0,7.6,0,
90.0,241.0,81517441.0,Payback,111368,3148,1.0,USA,R,50000000.0,1999.0,7.1,0,
109.0,155.0,81022333.0,Congo,34471,1761,0.0,USA,G,50000000.0,1995.0,5.0,0,
121.0,295.0,79948113.0,Knowing,186879,13421,0.0,USA,G,50000000.0,2009.0,6.2,0,
95.0,9.0,88658172.0,Failure to Launch,58412,37967,2.0,USA,G,50000000.0,2006.0,5.6,2000,
118.0,43.0,84244877.0,"Crazy, Stupid, Love.",375456,57426,7.0,USA,G,50000000.0,2011.0,7.4,44000,
80.0,12.0,75367693.0,Garfield,58961,13430,0.0,USA,PG,35000000.0,2004.0,5.0,795,
99.0,148.0,73701902.0,Christmas with the Kranks,27548,6729,1.0,USA,PG,60000000.0,2004.0,5.2,0,
133.0,152.0,75605492.0,Moneyball,283563,53094,1.0,USA,G,50000000.0,2011.0,7.6,27000,
127.0,249.0,67823573.0,Outbreak,91176,30383,3.0,USA,R,50000000.0,1995.0,6.6,0,
106.0,174.0,91439400.0,Non-Stop,200647,16967,0.0,UK,G,50000000.0,2014.0,7.0,24000,
98.0,99.0,67128202.0,Race to Witch Mountain,43328,14007,3.0,USA,PG,65000000.0,2009.0,5.7,0,
132.0,160.0,70496802.0,V for Vendetta,791783,22417,1.0,USA,R,54000000.0,2005.0,8.2,48000,
114.0,71.0,60470220.0,Shanghai Knights,81444,428,2.0,USA,G,50000000.0,2003.0,6.2,955,
78.0,5.0,58336565.0,Curious George,12845,11124,0.0,USA,G,50000000.0,2006.0,6.6,624,
101.0,23.0,66002004.0,Herbie Fully Loaded,36431,2177,1.0,USA,G,50000000.0,2005.0,4.7,1000,
113.0,39.0,54997476.0,Don't Say a Word,40362,3341,0.0,USA,R,50000000.0,2001.0,6.3,970,
98.0,75.0,55682070.0,Hansel & Gretel: Witch Hunters,159868,11946,2.0,Germany,R,50000000.0,2013.0,6.1,45000,
124.0,213.0,52752475.0,Unfaithful,63067,2583,0.0,USA,R,50000000.0,2002.0,6.7,0,
109.0,154.0,55092830.0,I Am Number Four,195043,15608,1.0,USA,G,60000000.0,2011.0,6.1,27000,
128.0,79.0,50815288.0,Syriana,109188,14747,0.0,USA,R,50000000.0,2005.0,7.0,0,
144.0,0.0,52822418.0,13 Hours,47764,3580,0.0,USA,R,50000000.0,2016.0,7.4,44000,
95.0,34.0,50150619.0,The Book of Life,45580,19513,1.0,USA,PG,50000000.0,2014.0,7.3,18000,
105.0,12.0,48745150.0,Firewall,50170,101383,1.0,USA,G,50000000.0,2006.0,5.8,773,
121.0,16000.0,50007168.0,Absolute Power,39529,19139,0.0,USA,R,50000000.0,1997.0,6.7,1000,
125.0,0.0,48154732.0,G.I. Jane,60326,15569,1.0,USA,R,50000000.0,1997.0,5.8,2000,
129.0,21000.0,48265581.0,The Game,261069,1397,1.0,USA,R,50000000.0,1997.0,7.8,25000,
132.0,50.0,46982632.0,Silent Hill,172792,1933,0.0,Canada,R,50000000.0,2006.0,6.6,0,
118.0,41.0,44737059.0,The Replacements,48322,24024,1.0,USA,G,50000000.0,2000.0,6.5,0,
113.0,22.0,56724080.0,American Reunion,172112,8398,7.0,USA,R,50000000.0,2012.0,6.7,39000,
140.0,473.0,44484065.0,The Negotiator,107227,20152,2.0,Germany,R,50000000.0,1998.0,7.3,3000,
89.0,77.0,47553512.0,Into the Storm,54101,1367,0.0,USA,G,50000000.0,2014.0,5.8,15000,
104.0,644.0,42610000.0,Beverly Hills Cop III,60293,1093,1.0,USA,R,55000000.0,1994.0,5.5,669,
106.0,287.0,41482207.0,Gremlins 2: The New Batch,68428,19610,0.0,USA,G,50000000.0,1990.0,6.3,0,
141.0,71.0,47105085.0,The Judge,136973,30183,1.0,USA,R,50000000.0,2014.0,7.4,47000,
124.0,75.0,41256277.0,The Peacemaker,46451,1289,2.0,USA,R,50000000.0,1997.0,5.9,0,
98.0,38.0,50740078.0,Resident Evil: Apocalypse,151580,16791,1.0,Germany,R,45000000.0,2004.0,6.2,0,
108.0,17.0,40203020.0,Bridget Jones: The Edge of Reason,74315,15634,1.0,UK,R,40000000.0,2004.0,5.9,0,
114.0,73.0,40905277.0,Out of Time,45895,19739,3.0,USA,R,50000000.0,2003.0,6.5,1000,
101.0,0.0,38590500.0,On Deadly Ground,17997,1860,1.0,USA,R,50000000.0,1994.0,4.4,812,
93.0,0.0,39177541.0,The Adventures of Sharkboy and Lavagirl 3-D,20310,14899,1.0,USA,PG,50000000.0,2005.0,3.5,0,
119.0,0.0,39778599.0,The Beach,176169,29461,0.0,USA,R,50000000.0,2000.0,6.6,0,
119.0,0.0,37486138.0,Raising Helen,30890,2052,1.0,USA,G,50000000.0,2004.0,6.0,718,
99.0,160.0,38105077.0,Ninja Assassin,58349,701,0.0,USA,R,40000000.0,2009.0,6.4,0,
137.0,0.0,35168395.0,For Love of the Game,26034,25469,0.0,USA,G,50000000.0,1999.0,6.5,0,
117.0,31.0,32800000.0,Striptease,34896,3016,1.0,USA,R,40000000.0,1996.0,4.3,877,
87.0,9.0,33643461.0,Marmaduke,11257,20061,0.0,USA,PG,50000000.0,2010.0,4.2,0,
129.0,16000.0,32741596.0,Hereafter,80140,14344,0.0,USA,G,50000000.0,2010.0,6.5,16000,
115.0,58.0,31874869.0,Murder by Numbers,43574,34606,0.0,USA,R,50000000.0,2002.0,6.1,0,
132.0,503.0,30306268.0,Assassins,62981,58528,0.0,France,R,50000000.0,1995.0,6.3,0,
131.0,73.0,27667947.0,Hannibal Rising,86374,1344,0.0,UK,R,50000000.0,2007.0,6.2,3000,
95.0,0.0,27067160.0,The Story of Us,18404,14706,1.0,USA,R,50000000.0,1999.0,5.9,0,
125.0,487.0,26616999.0,The Host,92461,1300,3.0,USA,G,40000000.0,2013.0,5.9,43000,
98.0,323.0,26536120.0,Basic,49926,3357,0.0,Germany,R,50000000.0,2003.0,6.5,0,
110.0,16000.0,26199517.0,Blood Work,34356,18635,1.0,USA,R,50000000.0,2002.0,6.4,705,
118.0,670.0,25450527.0,The International,80196,7654,0.0,USA,R,50000000.0,2009.0,6.5,0,
101.0,0.0,25407250.0,Escape from L.A.,54021,15935,0.0,USA,R,50000000.0,1996.0,5.7,0,
90.0,663.0,23159305.0,The Iron Giant,128455,16358,1.0,USA,PG,70000000.0,1999.0,8.0,0,
119.0,0.0,24006726.0,The Life Aquatic with Steve Zissou,139535,15757,8.0,USA,R,50000000.0,2004.0,7.3,0,
139.0,378.0,20389967.0,Free State of Jones,3077,12786,1.0,USA,R,50000000.0,2016.0,6.7,10000,
130.0,317.0,19593740.0,The Life of David Gale,88270,32637,0.0,USA,R,50000000.0,2003.0,7.5,0,
100.0,65.0,19118247.0,Man of the House,19829,6171,5.0,USA,G,40000000.0,2005.0,5.4,779,
114.0,174.0,26442251.0,Run All Night,76010,16992,2.0,USA,R,50000000.0,2015.0,6.6,15000,
96.0,0.0,17114882.0,Eastern Promises,189249,17211,1.0,USA,R,25000000.0,2007.0,7.7,0,
110.0,134.0,18472363.0,Into the Blue,63599,25049,3.0,USA,G,50000000.0,2005.0,5.8,0,
158.0,0.0,14131298.0,The Messenger: The Story of Joan of Arc,55889,144,0.0,France,R,390000000.0,1999.0,6.4,0,
102.0,234.0,21557240.0,Your Highness,85237,45202,3.0,USA,R,49900000.0,2011.0,5.6,18000,
84.0,260.0,21283440.0,Dream House,46239,8018,0.0,USA,G,55000000.0,2011.0,6.0,0,
115.0,333.0,10556196.0,Mad City,16562,2606,2.0,USA,G,50000000.0,1997.0,6.2,697,
99.0,32.0,16671505.0,Baby's Day Out,33186,2949,1.0,USA,PG,50000000.0,1994.0,5.9,0,
135.0,596.0,10400000.0,The Scarlet Letter,12037,15820,1.0,USA,R,50000000.0,1995.0,5.1,943,
108.0,218.0,9528092.0,Fair Game,38513,10191,2.0,USA,G,22000000.0,2010.0,6.8,9000,
127.0,12000.0,10137232.0,Domino,58015,5702,0.0,France,R,50000000.0,2005.0,6.0,0,
107.0,607.0,9795017.0,Jade,9227,5461,0.0,USA,R,50000000.0,1995.0,5.1,422,
95.0,83.0,20488579.0,Gamer,113483,29926,1.0,USA,R,50000000.0,2009.0,5.8,0,
124.0,98.0,19445217.0,Beautiful Creatures,67796,3580,7.0,USA,G,60000000.0,2013.0,6.2,14000,
109.0,0.0,8355815.0,Death to Smoochy,34730,52885,2.0,UK,R,55000000.0,2002.0,6.4,0,
102.0,0.0,28837115.0,Zoolander 2,34964,24107,4.0,USA,G,50000000.0,2016.0,4.8,28000,
88.0,5.0,6471394.0,The Big Bounce,15880,11972,5.0,USA,G,50000000.0,2004.0,4.9,288,
87.0,0.0,6291602.0,What Planet Are You From?,8070,3954,0.0,USA,R,50000000.0,2000.0,5.6,255,
104.0,71.0,10706786.0,Drive Angry,81800,16481,1.0,USA,R,50000000.0,2011.0,5.5,15000,
96.0,43.0,8742261.0,Street Fighter: The Legend of Chun-Li,19824,1385,2.0,Canada,G,18000000.0,2009.0,3.7,0,
85.0,70.0,43905746.0,The One,77684,32831,1.0,USA,G,49000000.0,2001.0,5.9,0,
104.0,212.0,21413502.0,The Adventures of Ford Fairlane,14429,2795,5.0,USA,R,40000000.0,1990.0,6.3,2000,
190.0,0.0,124107476.0,Traffic,170684,1418,0.0,USA,R,48000000.0,2000.0,7.6,0,
127.0,14000.0,197171806.0,Indiana Jones and the Last Crusade,515306,12884,5.0,USA,G,48000000.0,1989.0,8.3,0,0.31236897274633124
120.0,662.0,31569268.0,Chappie,172965,23051,0.0,USA,R,49000000.0,2015.0,6.9,67000,
118.0,176.0,66488090.0,The Bone Collector,120202,29748,2.0,USA,R,48000000.0,1999.0,6.7,0,
112.0,21000.0,95308367.0,Panic Room,206104,18141,0.0,USA,R,48000000.0,2002.0,6.8,0,
114.0,737.0,60652036.0,Three Kings,137854,3743,1.0,USA,R,48000000.0,1999.0,7.1,3000,
137.0,79.0,1206135.0,Child 44,40568,27666,3.0,Other,R,50000000.0,2015.0,6.4,18000,
112.0,109.0,56607223.0,Rat Race,93367,1823,8.0,Canada,G,48000000.0,2001.0,6.4,0,
120.0,34.0,50173190.0,K-PAX,148490,33615,1.0,USA,G,48000000.0,2001.0,7.4,0,
123.0,446.0,47095453.0,Kate & Leopold,64595,22209,1.0,USA,G,48000000.0,2001.0,6.4,0,
93.0,11000.0,37879996.0,Bedazzled,81888,5390,2.0,USA,G,48000000.0,2000.0,6.0,0,
123.0,0.0,25900000.0,The Cotton Club,12771,18793,1.0,USA,R,58000000.0,1984.0,6.5,828,
122.0,446.0,53574088.0,3:10 to Yuma,237872,33548,1.0,USA,R,55000000.0,2007.0,7.8,0,
115.0,118.0,89253340.0,Taken 3,133436,16967,0.0,France,G,48000000.0,2014.0,6.0,38000,
123.0,0.0,37339525.0,Out of Sight,71708,3768,1.0,USA,R,48000000.0,1998.0,7.0,0,
96.0,0.0,60154431.0,The Cable Guy,122347,3718,1.0,USA,G,47000000.0,1996.0,6.0,0,
105.0,631.0,103738726.0,Dick Tracy,47819,2096,1.0,USA,PG,100000000.0,1990.0,6.1,2000,
113.0,323.0,69304264.0,The Thomas Crown Affair,73068,4660,0.0,USA,R,48000000.0,1999.0,6.8,0,
132.0,545.0,29781453.0,Riding in Cars with Boys,22447,4796,1.0,USA,G,48000000.0,2001.0,6.4,0,
75.0,0.0,15519841.0,Happily N'Ever After,8693,6863,3.0,USA,PG,47000000.0,2006.0,4.5,261,
108.0,350.0,5600000.0,Mary Reilly,11913,8349,1.0,USA,R,47000000.0,1996.0,5.8,616,
105.0,29.0,126805112.0,My Best Friend's Wedding,98199,12344,1.0,USA,G,46000000.0,1997.0,6.3,0,
102.0,148.0,93607673.0,America's Sweethearts,47573,9176,4.0,USA,G,48000000.0,2001.0,5.7,881,
118.0,22000.0,67263182.0,Insomnia,218771,15658,0.0,USA,R,46000000.0,2002.0,7.2,0,
111.0,906.0,92001027.0,Star Trek: First Contact,97838,6315,2.0,USA,G,45000000.0,1996.0,7.6,3000,
81.0,39.0,10539414.0,Jonah Hex,45729,14619,1.0,USA,G,47000000.0,2010.0,4.7,0,
116.0,380.0,58918501.0,Courage Under Fire,40126,33233,1.0,USA,R,46000000.0,1996.0,6.6,975,
86.0,293.0,181395380.0,Liar Liar,220392,2070,1.0,USA,G,45000000.0,1997.0,6.8,0,0.3004115226337449
127.0,65.0,14946229.0,The Infiltrator,2581,2104,1.0,UK,R,25000000.0,2016.0,7.3,0,
91.0,32.0,130512915.0,The Flintstones,60884,3244,2.0,USA,PG,45000000.0,1994.0,4.8,0,
98.0,118.0,139852971.0,Taken 2,238671,16410,0.0,France,G,45000000.0,2012.0,6.3,63000,
84.0,119.0,110000082.0,Scary Movie 3,111526,3629,7.0,USA,G,48000000.0,2003.0,5.5,0,
109.0,80.0,106807667.0,Miss Congeniality,137377,1574,1.0,USA,G,45000000.0,2000.0,6.2,0,
93.0,40.0,101702060.0,Journey to the Center of the Earth,85323,17925,0.0,USA,PG,45000000.0,2008.0,5.8,0,
113.0,0.0,95149435.0,The Princess Diaries 2: Royal Engagement,53687,15362,2.0,USA,G,40000000.0,2004.0,5.7,1000,
141.0,79.0,100768056.0,The Pelican Brief,59569,30063,0.0,USA,G,45000000.0,1993.0,6.5,0,
119.0,541.0,92115211.0,The Client,45798,4043,3.0,USA,G,45000000.0,1994.0,6.7,1000,
97.0,0.0,93452056.0,The Bucket List,184795,14868,1.0,USA,G,45000000.0,2007.0,7.4,22000,
117.0,176.0,83287363.0,Patriot Games,81442,12757,1.0,USA,R,45000000.0,1992.0,6.9,0,
101.0,126.0,82931301.0,Monster-in-Law,43358,6292,0.0,Germany,G,60000000.0,2005.0,5.5,0,
153.0,777.0,60962878.0,Prisoners,383591,37321,2.0,USA,R,46000000.0,2013.0,8.1,86000,
122.0,845.0,76261036.0,Training Day,305929,22370,2.0,USA,R,45000000.0,2001.0,7.7,0,
102.0,23.0,71423726.0,Galaxy Quest,123558,26998,3.0,USA,PG,45000000.0,1999.0,7.3,19000,
83.0,322.0,71277420.0,Scary Movie 2,119590,1645,7.0,USA,R,45000000.0,2001.0,5.2,0,
103.0,33.0,88625922.0,The Muppets,75176,1336,3.0,USA,PG,45000000.0,2011.0,7.1,26000,
110.0,45.0,70001065.0,Blade,191437,3174,1.0,USA,R,45000000.0,1998.0,7.1,0,
136.0,49.0,67253092.0,Coach Carter,92702,20299,0.0,USA,G,30000000.0,2005.0,7.2,0,
91.0,50.0,66790248.0,Changing Lanes,57281,758,0.0,USA,R,45000000.0,2002.0,6.5,0,
89.0,49.0,65557989.0,Anaconda,73539,3717,0.0,USA,G,45000000.0,1997.0,4.6,0,
107.0,18.0,60786269.0,Coyote Ugly,90539,3106,5.0,USA,G,45000000.0,2000.0,5.6,0,
129.0,628.0,59365105.0,Love Actually,318634,28886,9.0,UK,R,45000000.0,2003.0,7.7,52000,
95.0,487.0,162792677.0,A Bug's Life,211226,24205,0.0,USA,G,120000000.0,1998.0,7.2,0,
122.0,117.0,31598308.0,From Hell,124765,41636,1.0,USA,R,35000000.0,2001.0,6.8,0,
110.0,49.0,57362581.0,The Specialist,50148,13331,2.0,Other,R,45000000.0,1994.0,5.4,0,
135.0,41.0,53854588.0,Tin Cup,37911,3648,0.0,USA,R,45000000.0,1996.0,6.3,1000,
95.0,58.0,52580895.0,Kicking & Screaming,30255,27351,1.0,USA,PG,45000000.0,2005.0,5.6,743,
109.0,37.0,51019112.0,The Hitchhiker's Guide to the Galaxy,155745,14073,0.0,USA,PG,50000000.0,2005.0,6.8,10000,
